number;name;address;dept;cp;ville;latitude;longitude;wgs84
13025;13025 - PLACE DE RUNGIS;FACE 35 RUE DE LA FONTAINE A MULARD - 75013 PARIS;75;75013;PARIS;48.82245594764965;2.347382729482953;48.8224559476, 2.34738272948
13016;13016 - PRIMO LEVI;9 RUE PRIMO LEVI - 75013 PARIS;75;75013;PARIS;48.83094844846017;2.37965351592796;48.8309484485, 2.37965351593
13014;13014 - GARE D'AUSTERLITZ;5 BIS BOULEVARD DE L'HOPITAL - 75013 PARIS;75;75013;PARIS;48.842524490766195;2.364044958656523;48.8425244908, 2.36404495866
13041;13041 - PORTE D'IVRY;4 AVENUE D'IVRY - 75013 PARIS;75;75013;PARIS;48.82196244101745;2.368528699972122;48.821962441, 2.36852869997
13109;13109 - BRILLAT SAVARIN;16 RUE BRILLAT SAVARIN - 75013 PARIS;75;75013;PARIS;48.822203096341305;2.350422032913929;48.8222030963, 2.35042203291
13054;13054 - PAU CASALS;1 RUE PAU CASALS - 75013 PARIS;75;75013;PARIS;48.83124496844904;2.377263236877398;48.8312449684, 2.37726323688
13113;13113 - CHOISY VISTULE;2 RUE DE LA VISCULE - 75013 PARIS;75;75013;PARIS;48.82363397638854;2.361571534156357;48.8236339764, 2.36157153416
13035;13035 - IVRY TOLBIAC;116 AVENUE DE CHOISY - 75013 PARIS;75;75013;PARIS;48.825970136397075;2.360231840755094;48.8259701364, 2.36023184076
14113;14113 - ARAGO 2;36 RUE DE LA SANTE - 75014 PARIS;75;75014;PARIS;48.83512886504287;2.34157863455693;48.835128865, 2.34157863456
14029;14029 - GERGOVIE VERCINGETORIX;112 RUE VERCINGETORIX - 75014 PARIS;75;75014;PARIS;48.83425924993043;2.313391647113252;48.8342592499, 2.31339164711
14016;14016 - REILLE MONTSOURIS;61 AVENUE RENE COTY - 75014 PARIS;75;75014;PARIS;48.82476710259696;2.335999677300567;48.8247671026, 2.3359996773
14106;14106 - STADE DIDOT;FACE 58 AVENUE MARC SANGNIER - 75014 PARIS;75;75014;PARIS;48.825325870060475;2.310670653467625;48.8253258701, 2.31067065347
14126;14126 - VAILLANT COUTURIER;155 AVENUE PAUL VAILLANT COUTURIER - 75014 PARIS;75;75014;PARIS;48.816980981259285;2.332609687921881;48.8169809813, 2.33260968792
14117;14117 - MOUCHOTTE;5 RUE DU COMMANDANT RENE MOUCHOTTE - 75014 PARIS;75;75014;PARIS;48.83932502506044;2.320954125728877;48.8393250251, 2.32095412573
14127;14127 - ODESSA;5-7 RUE D'ODESSA - 75014 PARIS;75;75014;PARIS;48.842842278074414;2.324441565139471;48.8428422781, 2.32444156514
14032;14032 - MOUTON DUVERNET - MAIRIE DU 14EME;26 RUE MOUTON DUVERNET - 75014 PARIS;75;75014;PARIS;48.832501278703454;2.325401166692975;48.8325012787, 2.32540116669
14012;14012 - SIBELLE ALESIA;FACE 2 AVENUE DE LA SIBELLE - 75014 PARIS;75;75014;PARIS;48.826703941183546;2.338636324158646;48.8267039412, 2.33863632416
14014;14014 - STADE CHARLETY;5 BOULEVARD JOURDAN - 75014 PARIS;75;75014;PARIS;48.81940130486362;2.34337661053354;48.8194013049, 2.34337661053
14114;14114 - PLACE DE CATALOGNE;4 RUE ALAIN - 75014 PARIS;75;75014;PARIS;48.83729330936107;2.317482930639117;48.8372933094, 2.31748293064
14019;14019 - SARETTE GENERAL LECLERC;58 RUE SARRETTE - 75014 PARIS;75;75014;PARIS;48.82503085292528;2.326412869398186;48.8250308529, 2.3264128694
15040;15040 - MONCLAR;33 BIS RUE SAINT AMAND - 75015 PARIS;75;75015;PARIS;48.83411714783768;2.308850015466539;48.8341171478, 2.30885001547
15064;15064 - JAVEL;DEV 5 AVENUE EMILE ZOLA - 75015 PARIS;75;75015;PARIS;48.84629491826888;2.278413912593796;48.8462949183, 2.27841391259
15054;15054 - CHANDON;293 RUE LECOURBE - 75015 PARIS;75;75015;PARIS;48.83797034201205;2.287582307043615;48.837970342, 2.28758230704
15033;15033 - VIOLET;5 PLACE VIOLET - 75015 PARIS;75;75015;PARIS;48.84479039026177;2.290541560154527;48.8447903903, 2.29054156015
15113;15113 - FALGUIERE ARSONVAL;2 RUE D'ARSONVAL - 75015 PARIS;75;75015;PARIS;48.84040040365445;2.313117867297474;48.8404004037, 2.3131178673
15038;15038 - PLACE ADOLPHE CHERIOUX;18 PLACE ADOLPHE CHERIOUX - 75015 PARIS;75;75015;PARIS;48.839635080561905;2.300654459291639;48.8396350806, 2.30065445929
15009;15009 - SUFFREN;140 AVENUE DE SUFFREN - 75015 PARIS;75;75015;PARIS;48.84717561492764;2.307052147596786;48.8471756149, 2.3070521476
15109;15109 - CEVENNES;65 - 67 RUE DES CEVENNES - 75015 PARIS;75;75015;PARIS;48.84244145218906;2.281070755215898;48.8424414522, 2.28107075522
15044;15044 - J DUPRE;65 RUE DANTZIG - 75015 PARIS;75;75015;PARIS;48.83026939028785;2.296008076086666;48.8302693903, 2.29600807609
15063;15063 - SAINT CHARLES - CONVENTION;59 RUE DE LA CONVENTION - 75015 PARIS;75;75015;PARIS;48.84329535889522;2.283209000018466;48.8432953589, 2.28320900002
15032;15032 - LOURMEL;112 AVE FELIX FAURE - 75015 PARIS;75;75015;PARIS;48.838734408274696;2.281755540138765;48.8387344083, 2.28175554014
15065;15065 - HUMBERT;23 RUE EMILE ZOLA - 75015 PARIS;75;75015;PARIS;48.846383773003375;2.280008411904129;48.846383773, 2.2800084119
15024;15024 - LAOS;88 AVENUE DE SUFFREN - 75015 PARIS;75;75015;PARIS;48.85091460817171;2.301293384670141;48.8509146082, 2.30129338467
15112;15112 - FALGUIÈRE LEBRUN;19 RUE VIGEE LEBRUN - 75015 PARIS;75;75015;PARIS;48.838758813496995;2.3109360795034;48.8387588135, 2.3109360795
15004;15004 - VAUGIRARD PASTEUR;DEV 71 BOULEVARD DE VAUGIRARD - 75015 PARIS;75;75015;PARIS;48.8405958674037;2.315363038202961;48.8405958674, 2.3153630382
15102;15102 - SQUARE BELA BARTOK;QUAI DE GRENELLE - 75015 PARIS;75;75015;PARIS;48.851167240679665;2.284607607567737;48.8511672407, 2.28460760757
15045;15045 - PLAINE;AVENUE DE LA PORTE DE LA PLAINE - 75015 PARIS;75;75015;PARIS;48.828174936365855;2.292587522548244;48.8281749364, 2.29258752255
16016;16016 - PAUL DOUMER / LA TOUR;53 AVENUE PAUL DOUMER - 75016 PARIS;75;75016;PARIS;48.860116109626574;2.280840481911055;48.8601161096, 2.28084048191
16022;16022 - RUE JEAN BOLOGNE;16 RUE JEAN BOLOGNE - 75016 PARIS;75;75016;PARIS;48.857566889784465;2.280027395306772;48.8575668898, 2.28002739531
16010;16010 - BELLES FEUILLES;4 RUE DES BELLES FEUILLES - 75016 PARIS;75;75016;PARIS;48.86585549636314;2.282859908979733;48.8658554964, 2.28285990898
16005;16005 - POINCARE VICTOR HUGO;89 AVENUE RAYMOND POINCARE - 75016 PARIS;75;75016;PARIS;48.870306124369975;2.285074541420228;48.8703061244, 2.28507454142
16101;16101 - MALAKOFF;161 AVENUE MALAKOFF - 75016 PARIS;75;75016;PARIS;48.87669268743692;2.283457593383419;48.8766926874, 2.28345759338
16038;16038 - RUE MOLITOR;RUE MOLITOR - 75016 PARIS;75;75016;PARIS;48.84509712653168;2.265724147895062;48.8450971265, 2.2657241479
16029;16029 - MAISON DE RADIO FRANCE;1 RUE GROS - 75016 PARIS;75;75016;PARIS;48.851359912581465;2.277697269448623;48.8513599126, 2.27769726945
16105;16105 - CREVAUX;1 RUE CREVAUX - 75016 PARIS;75;75016;PARIS;48.870809428669546;2.281149007691853;48.8708094287, 2.28114900769
16014;16014 - AVENUE D EYLAU;4 AVENUE D'EYLAU - 75016 PARIS;75;75016;PARIS;48.86354640344584;2.286394496925036;48.8635464034, 2.28639449693
16041;16041 - VERSAILLES;164 AVENUE DE VERSAILLES - 75016 PARIS;75;75016;PARIS;48.84021933807409;2.263834191152959;48.8402193381, 2.26383419115
16035;16035 - HYPPODROME D AUTEUIL;ALLEE DES FORTIFICATIONS - 75016 PARIS;75;75016;PARIS;48.84889282099704;2.257651561474888;48.848892821, 2.25765156147
16015;16015 - RUE DE BASSANO;1 RUE DE BASSANO - 75016 PARIS;75;75016;PARIS;48.868144510482075;2.296149600985935;48.8681445105, 2.29614960099
16129;16129 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 1;CHEMIN DE LA CEINTURE DU LAC INTERIEUR / AVENUE DE SAINT CLOUD - 75016 PARIS;75;75016;PARIS;48.862081867033794;2.261746386041142;48.862081867, 2.26174638604
16040;16040 - EXELMANS;73 BIS BOULEVARD EXELMANS - 75016 PARIS;75;75016;PARIS;48.843104494735165;2.259821391742079;48.8431044947, 2.25982139174
16102;16102 - PERGOLÈSE/ MARBEAU;52-54 RUE PERGOLÈSE - 75016 PARIS;75;75016;PARIS;48.87356870686902;2.281512522529856;48.8735687069, 2.28151252253
16124;16124 - SÈVRES NEUILLY;Route de Sèvres à Neuilly - 75016 PARIS;75;75016;PARIS;48.875095937895146;2.24921698799858;48.8750959379, 2.249216988
16021;16021 - RUE FRANCOIS PONSARD;1 RUE FRANCOIS PONSARD - 75016 PARIS;75;75016;PARIS;48.858427696615;2.274308524144912;48.8584276966, 2.27430852414
17116;17116 - REIMS;6 BOULEVARD DE REIMS - 75017 PARIS;75;75017;PARIS;48.891834448210986;2.300144659954865;48.8918344482, 2.30014465995
17108;17108 - BESSIERES;102 BOULEVARD BESSIERES - 75017 PARIS;75;75017;PARIS;48.896181267908254;2.318020679358361;48.8961812679, 2.31802067936
17005;17005 - BROCHANT;43 RUE BROCHANT - 75017 PARIS;75;75017;PARIS;48.89032998912038;2.319730559929781;48.8903299891, 2.31973055993
17044;17044 - PORTE DE SAINT OUEN;1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS;75;75017;PARIS;48.89792240854517;2.32851451022192;48.8979224085, 2.32851451022
17012;17012 - MAIRIE DU 17EME;FACE 16 RUE DES BATIGNOLLES - 75017 PARIS;75;75017;PARIS;48.884101293163106;2.322206025347343;48.8841012932, 2.32220602535
17037;17037 - BAYERN PEREIRE;40 RUE BAYEN - 75017 PARIS;75;75017;PARIS;48.881830717500975;2.292140665828861;48.8818307175, 2.29214066583
17038;17038 - ARGENTINE;42 AVENUE DE LA GRANDE ARMEE - 75017 PARIS;75;75017;PARIS;48.87617438949852;2.288247405087516;48.8761743895, 2.28824740509
17017;17017 - PONT CARDINET;167 RUE DE ROME - 75017 PARIS;75;75017;PARIS;48.88714045186671;2.314521605640858;48.8871404519, 2.31452160564
18027;18027 - DAMREMONT ORDENER;102 RUE DAMREMONT - 75018 PARIS;75;75018;PARIS;48.893400392981874;2.336266523912805;48.893400393, 2.33626652391
18022;18022 - BARBES MARCADET;57 RUE MARCADET - 75018 PARIS;75;75018;PARIS;48.89045112096476;2.349057392968696;48.890451121, 2.34905739297
18001;18001 - DAMREMONT CAULAINCOURT;6 RUE DAMREMONT - 75018 PARIS;75;75018;PARIS;48.88727464264267;2.332648363845394;48.8872746426, 2.33264836385
18034;18034 - LEIBNITZ;50 RUE LEIBNITZ - 75018 PARIS;75;75018;PARIS;48.896328348515986;2.333390423834684;48.8963283485, 2.33339042383
18012;18012 - DOUDEAUVILLE STEPHENSON;51 RUE STEPHENSON - 75018 PARIS;75;75018;PARIS;48.888864896056646;2.355966721417555;48.8888648961, 2.35596672142
18024;18024 - CLIGNANCOURT MARCADET;105 RUE DE CLIGNANCOURT - 75018 PARIS;75;75018;PARIS;48.891457726153774;2.348636478060487;48.8914577262, 2.34863647806
18105;18105 - BELIARD POISSONNIERS;157 BIS-159 RUE DES POISSONNIERS - 75018 PARIS;75;75018;PARIS;48.89740678787196;2.352526659355508;48.8974067879, 2.35252665936
18008;18008 - SQUARE LEON;FACE 36 RUE CAVE - 75018 PARIS;75;75018;PARIS;48.886667026375136;2.353213071624058;48.8866670264, 2.35321307162
18004;18004 - ABBESSES;2 RUE DE LA VIEUVILLE - 75018 PARIS;75;75018;PARIS;48.884482392727506;2.338812297029362;48.8844823927, 2.33881229703
18109;18109 - RIQUET PAJOL;55 RUE PAJOL - 75018 PARIS;75;75018;PARIS;48.88959697085082;2.362853604262514;48.8895969709, 2.36285360426
18108;18108 - EVANGILE;61 RUE DE L'EVANGILE - 75018 PARIS;75;75018;PARIS;48.895090329766326;2.368694139840156;48.8950903298, 2.36869413984
18021;18021 - MARCADET - RAMEY;98 RUE MARCADET - 75018 PARIS;75;75018;PARIS;48.89092238296793;2.344986482110517;48.890922383, 2.34498648211
19028;19028 - PLACE DES FETES;17 RUE DES FETES - 75019 PARIS;75;75019;PARIS;48.876468339733144;2.392284629788502;48.8764683397, 2.39228462979
19114;19114 - MANIN SECRETAN;31 RUE MANIN - 75019 PARIS;75;75019;PARIS;48.87927519569598;2.378637021920256;48.8792751957, 2.37863702192
19022;19022 - BOLIVAR;53 RUE DE MEAUX - 75019 PARIS;75;75019;PARIS;48.881447321103366;2.3734047671616;48.8814473211, 2.37340476716
19006;19006 - MATHIS;6 RUE MATHIS - 75019 PARIS;75;75019;PARIS;48.89067812943125;2.376142468863619;48.8906781294, 2.37614246886
19035;19035 - PORTE CHAUMONT;RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS;75;75019;PARIS;48.88573329985865;2.397846415383189;48.8857332999, 2.39784641538
19119;19119 - BOURET PAILLERON;20 RUE EDOUARD PAILLERON - 75019 PARIS;75;75019;PARIS;48.8805744614225;2.376853000562019;48.8805744614, 2.37685300056
19020;19020 - MANIN HAUTPOUL;4-6 RUE GOUBET - 75019 PARIS;75;75019;PARIS;48.88466206560529;2.390209687445294;48.8846620656, 2.39020968745
19103;19103 - MANIN CARRIERES;139 RUE MANIN - 75019 PARIS;75;75019;PARIS;48.88477085803391;2.392093119901052;48.884770858, 2.3920931199
19113;19113 - PRE ST GERVAIS;27 RUE DU PRE SAINT GERVAIS - 75019 PARIS;75;75019;PARIS;48.87792341192515;2.395985553624166;48.8779234119, 2.39598555362
19010;19010 - PORTE DE LA VILLETTE;RUE EMILE REYNAUD SUR TPC - 75019 PARIS;75;75019;PARIS;48.9011641133776;2.388590733869235;48.9011641134, 2.38859073387
19040;19040 - TELEGRAPHE;265 RUE DE BELLEVILLE - 75019 PARIS;75;75019;PARIS;48.87563618071149;2.399461451982782;48.8756361807, 2.39946145198
19005;19005 - RIQUET;56 AVENUE DE FLANDRE - 75019 PARIS;75;75019;PARIS;48.888013281448345;2.373759595522922;48.8880132814, 2.37375959552
19002;19002 - TANGER;45 & 48 RUE RIQUET - 75019 PARIS;75;75019;PARIS;48.889351453486974;2.370774488055213;48.8893514535, 2.37077448806
19024;19024 - BUTTES CHAUMONT;28 / 30 RUE BOTZARIS - 75019 PARIS;75;75019;PARIS;48.8779512535706;2.381464662877906;48.8779512536, 2.38146466288
19121;19121 - BELLEVILLE PRE SAINT GERVAIS;195 RUE DE BELLEVILLE - 75019 PARIS;75;75019;PARIS;48.875518068648745;2.392960787279829;48.8755180686, 2.39296078728
20035;20035 - PYRENEES;262 RUE DES PYRENEES - 75020 PARIS;75;75020;PARIS;48.86941289116132;2.395039981220676;48.8694128912, 2.39503998122
20030;20030 - PERE LACHAISE;54 BOULEVARD MENILMONTANT - 75020 PARIS;75;75020;PARIS;48.863411107404715;2.387133957573714;48.8634111074, 2.38713395757
20042;20042 - PYRENEES ERMITAGE;300 RUE DES PYRENEES - 75020 PARIS;75;75020;PARIS;48.87215737993568;2.391739173776302;48.8721573799, 2.39173917378
20025;20025 - GAMBETTA GATINES;13 RUE DES GATINES - 75020 PARIS;75;75020;PARIS;48.8653941647232;2.397814475307571;48.8653941647, 2.39781447531
20131;20131 - REPOS;41 RUE DU REPOS - 75020 PARIS;75;75020;PARIS;48.859358523592554;2.389613136684456;48.8593585236, 2.38961313668
20113;20113 - PARC DE BELLEVILLE;30 RUE PIAT - 75020 PARIS;75;75020;PARIS;48.87195626635528;2.384981390278095;48.8719562664, 2.38498139028
20036;20036 - MENILMONTANT - PELLEPORT;164 RUE DE MENILMONTANT - 75020 PARIS;75;75020;PARIS;48.87068263384462;2.398959602331646;48.8706826338, 2.39895960233
20045;20045 - LOUIS GANNE;3-5 RUE LOUIS GANNE - 75020 PARIS;75;75020;PARIS;48.86346964122224;2.409670100215905;48.8634696412, 2.40967010022
20132;20132 - REUNION;4 RUE DE LA REUNION - 75020 PARIS;75;75020;PARIS;48.852566752033766;2.403928068708116;48.852566752, 2.40392806871
20024;20024 - GAMBETTA - PÈRE LACHAISE;11 RUE MALTE BRUN - 75020 PARIS;75;75020;PARIS;48.864295696165875;2.398228667282044;48.8642956962, 2.39822866728
20009;20009 - DOCTEUR DEJERINE;RUE DES DOCTEURS DEJERINE - 75020 PARIS;75;75020;PARIS;48.85402328452585;2.412058016605679;48.8540232845, 2.41205801661
17022;17022 - PLACE DE WAGRAM;67 BOULEVARD PEREIRE - 75017 PARIS;75;75017;PARIS;48.887070607581215;2.304111124531457;48.8870706076, 2.30411112453
17048;17048 - TOCQUEVILLE;12 RUE DE TOCQUEVILLE - 75017 PARIS;75;75017;PARIS;48.88240228540158;2.314000411222978;48.8824022854, 2.31400041122
17115;17115 - PORTE DE SAINT OUEN;22 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS;75;75017;PARIS;48.89876008065392;2.329558517454781;48.8987600807, 2.32955851745
17027;17027 - PEREIRE LEVALLOIS;121 BOULEVARD PEREIRE - 75017 PARIS;75;75017;PARIS;48.88526331365403;2.298286466799226;48.8852633137, 2.2982864668
18042;18042 - PIGALLE GERMAIN PILLON;FACE 36 BOULEVARD DE CLICHY - 75018 PARIS;75;75018;PARIS;48.882728090545086;2.336262639016585;48.8827280905, 2.33626263902
18011;18011 - HERBERT;85 RUE PAJOL - 75018 PARIS;75;75018;PARIS;48.89284571116732;2.363429016279767;48.8928457112, 2.36342901628
18104;18104 - CHAPELLE;2 IMPASSE DE LA CHAPELLE - 75018 PARIS;75;75018;PARIS;48.892656891991216;2.359435454901881;48.892656892, 2.3594354549
18041;18041 - MARTYRS 2;FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS;75;75018;PARIS;48.88219420395092;2.340651849622331;48.882194204, 2.34065184962
18046;18046 - FOURCHE;12 RUE ETIENNE JOGELLE - 75018 PARIS;75;75018;PARIS;48.88794016394694;2.326124420314341;48.8879401639, 2.32612442031
18017;18017 - PECQUEUR;93 RUE COULAINCOURT - 75018 PARIS;75;75018;PARIS;48.889677905028066;2.338178714426107;48.889677905, 2.33817871443
18107;18107 - CHARTRES;22-24 RUE DE CHARTRES - 75018 PARIS;75;75018;PARIS;48.88470686398326;2.35358041022707;48.884706864, 2.35358041023
18114;18114 - LEPIC VERON;35 RUE VERON - 75018 PARIS;75;75018;PARIS;48.885257971348466;2.334617735640665;48.8852579713, 2.33461773564
18025;18025 - MAIRIE DU 18 EME;81 RUE MONT-CENIS - 75018 PARIS;75;75018;PARIS;48.892925653432606;2.344517921162641;48.8929256534, 2.34451792116
18002;18002 - CLIGNANCOURT;25 RUE DE CLIGNANCOURT - 75018 PARIS;75;75018;PARIS;48.88530162190401;2.347211037538656;48.8853016219, 2.34721103754
18020;18020 - RUISSEAU;31 RUE FRANCOEUR - 75018 PARIS;75;75018;PARIS;48.89104123261663;2.340014585442034;48.8910412326, 2.34001458544
18007;18007 - GOUTTE D' OR;65 RUE DE LA GOUTTE D'OR - 75018 PARIS;75;75018;PARIS;48.88519800938002;2.349941991688297;48.8851980094, 2.34994199169
18103;18103 - CHARLES HERMITE;45 RUE CHARLES HERMITE - 75018 PARIS;75;75018;PARIS;48.89890275343664;2.364732494174034;48.8989027534, 2.36473249417
18003;18003 - JOSEPH DE MAISTRE LEPIC;2 RUE JOSEPH DE MAISTRE - 75018 PARIS;75;75018;PARIS;48.886456815828815;2.332897827913839;48.8864568158, 2.33289782791
18045;18045 - GANNERON;2 RUE PIERRE GINIER - 75018 PARIS;75;75018;PARIS;48.886627148560976;2.326293689316426;48.8866271486, 2.32629368932
18013;18013 - CHATEAU ROUGE;28 RUE POULET - 75018 PARIS;75;75018;PARIS;48.88778177066001;2.350517738222509;48.8877817707, 2.35051773822
19101;19101 - SIMON BOLIVAR;36 AVENUE SIMON BOLIVAR - 75019 PARIS;75;75019;PARIS;48.875070404063074;2.382591714979966;48.8750704041, 2.38259171498
19031;19031 - MANIN CRIMEE;8 RUE MANIN - 75019 PARIS;75;75019;PARIS;48.8830298392804;2.38634884002286;48.8830298393, 2.38634884002
19026;19026 - DANUBE;53 RUE MIGUEL HIDALGO - 75019 PARIS;75;75019;PARIS;48.88195317244523;2.392496216649528;48.8819531724, 2.39249621665
19011;19011 - ROUVET DAMPIERRE;2 RUE ROUVET - 75019 PARIS;75;75019;PARIS;48.8933800500227;2.38499975689617;48.89338005, 2.3849997569
19041;19041 - PYRÉNÉES;101 RUE DE BELLEVILLE - 75019 PARIS;75;75019;PARIS;48.8743491365289;2.38609537399646;48.8743491365, 2.386095374
19007;19007 - OURCQ-FLANDRES;139 AVENUE DE FLANDRE - 75019 PARIS;75;75019;PARIS;48.89270999207067;2.379199748024915;48.8927099921, 2.37919974802
19102;19102 - BELLEVILLE RAMPAL;4 RUE DE RAMPAL - 75019 PARIS;75;75019;PARIS;48.87315262385819;2.379855610627962;48.8731526239, 2.37985561063
19036;19036 - HOPITAL ROBERT DEBRE;AV DE LA PTE DU PRES SAINT GERVAIS / ANGLE BD D'ALGERIE - 75019 PARIS;75;75019;PARIS;48.879930415528435;2.400950502014892;48.8799304155, 2.40095050201
19008;19008 - CORENTIN CARIOU;177 AVENUE DE FLANDRE - 75019 PARIS;75;75019;PARIS;48.89465024997023;2.381868729508476;48.89465025, 2.38186872951
19124;19124 - ALEXANDER FLEMMING;RUE ALEXANDER FLEMMING - 75019 PARIS;75;75019;PARIS;48.881769793858254;2.403179367969562;48.8817697939, 2.40317936797
20011;20011 - PYRÉNÉES-DAGORNO;103 RUE DES PYRENNEES - 75020 PARIS;75;75020;PARIS;48.85550135398888;2.405168520639166;48.855501354, 2.40516852064
20027;20027 - PORTE DE MENILMONTANT;1 rue Vidal de la Blache / Angle 78 boulevard Mortier - 75020 PARIS;75;75020;PARIS;48.8691543609174;2.40932246879487;48.8691543609, 2.40932246879
20120;20120 - NOISY LE SEC;1 RUE EVARISTE GALOIS - 75020 PARIS;75;75020;PARIS;48.873338225236466;2.413239879550039;48.8733382252, 2.41323987955
20122;20122 - DAVOUT VITRUVE;98 RUE VITRUVE - 75020 PARIS;75;75020;PARIS;48.86024012095245;2.408758427822183;48.860240121, 2.40875842782
20105;20105 - GAUMONT;AVENUE BENOIT FRACHON - 75020 PARIS;75;75020;PARIS;48.85255339271965;2.415542372109208;48.8525533927, 2.41554237211
20002;20002 - PIXERECOURT;FACE 65 RUE PIXERECOURT - 75020 PARIS;75;75020;PARIS;48.8738036229888;2.396012223300534;48.873803623, 2.3960122233
20028;20028 - GAMBETTA MARTIN NADAUD;FACE 2 RUE ORFILA - 75020 PARIS;75;75020;PARIS;48.86518641284941;2.394468581137673;48.8651864128, 2.39446858114
20034;20034 - SORBIER - MÉNILMONTANT;1 RUE SORBIER - 75020 PARIS;75;75020;PARIS;48.8685264710698;2.389795409535456;48.8685264711, 2.38979540954
20007;20007 - BUZENVAL;52 RUE BUZENVAL - 75020 PARIS;75;75020;PARIS;48.851617204998654;2.401513597307666;48.851617205, 2.40151359731
20111;20111 - L'ISLE ADAM PYRENÉES;60 RUE VILLIERS DE L'ISLE ADAM - 75020 PARIS;75;75020;PARIS;48.867362297165805;2.396222890988687;48.8673622972, 2.39622289099
21003;21003 - JAURES 1 (BOULOGNE-BILLANCOURT);2 BOULEVARD JEAN JAURES -  92100 BOULOGNE-BILLANCOURT;92;92100;BOULOGNE-BILLANCOURT;48.8456381388333;2.23701147134366;48.8456381388, 2.23701147134
21108;21108 - VILLENEUVE 2 (CLICHY);6-8 RUE VILLENEUVE - 92110 CLICHY;92;92110;CLICHY;48.903621012155874;2.306228565729878;48.9036210122, 2.30622856573
21207;21207 - VERDIER (MONTROUGE);AVENUE VERDIER ANGLE AVENUE DE LA REPUBLIQUE - 92120 MONTROUGE;92;92120;MONTROUGE;48.815529633678416;2.317029863731327;48.8155296337, 2.31702986373
21201;21201 - JAURES (MONTROUGE);6 PLACE JEAN JAURES / RUE MAURICE ARNOUX ET RUE CAMILLE PELLETIN - 92120 MONTROUGE;92;92120;MONTROUGE;48.816290677003934;2.311279543410485;48.816290677, 2.31127954341
21306;21306 - LAFAYETTE (ISSY LES MOULINEAUX);PLACE LAFAYETTE - 92130 ISSY LES MOULINEAUX;92;92130;ISSY-LES-MOULINEAUX;48.829743387678306;2.263816341546103;48.8297433877, 2.26381634155
21307;21307 - CRESSON 1 (ISSY LES MOULINEAUX);FACE 36 AVENUE VICTOR CRESSON - 92130 ISSY LES MOULINEAUX;92;92130;ISSY-LES-MOULINEAUX;48.82267836713668;2.26863109328801;48.8226783671, 2.26863109329
21705;21705 - HUGO (VANVES);11 AVENUE VICTOR HUGO - 92170 VANVES;92;92170;VANVES;48.823599644256994;2.288819729513169;48.8235996443, 2.28881972951
22012;22012 - MICHELIS (NEUILLY);32 RUE DE MADELEINE MICHELIS - 92200 NEUILLY;92;92200;NEUILLY-SUR-SEINE;48.8827499154713;2.27740638127753;48.8827499155, 2.27740638128
22003;22003 - BEFFROY (NEUILLY);3 RUE BEFFROY - 92200 NEUILLY;92;92200;NEUILLY-SUR-SEINE;48.886704983104785;2.261263518031739;48.8867049831, 2.26126351803
22014;22014 - HUGO (NEUILLY);35 BOULEVARD VICTOR HUGO - 92200 NEUILLY;92;92200;NEUILLY-SUR-SEINE;48.88780106859287;2.278072424368198;48.8878010686, 2.27807242437
22013;22013 - SAINTE FOY (NEUILLY);2 rue de Chézy - 92200 NEUILLY;92;92200;NEUILLY-SUR-SEINE;48.885140053090865;2.267800008253524;48.8851400531, 2.26780000825
22403;22403 - BROSSOLETTE (MALAKOFF);FACE 35 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF;92;92240;MALAKOFF;48.82183564791793;2.313458608254228;48.8218356479, 2.31345860825
22405;22405 - NORD (MALAKOFF);ANGLE PASSAGE DU NORD / GABRIEL PERI - 92240 MALAKOFF;92;92240;MALAKOFF;48.81933915840963;2.300476865047907;48.8193391584, 2.30047686505
22404;22404 - BROSSOLETTE 2 (MALAKOFF);102 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF;92;92240;MALAKOFF;48.81755975358179;2.307485841267489;48.8175597536, 2.30748584127
22406;22406 - MOQUET (MALAKOFF);81 RUE GUY MOQUET - 92240 MALAKOFF;92;92240;MALAKOFF;48.81524985420581;2.298000156576173;48.8152498542, 2.29800015658
23010;23010 - VOLTAIRE (LEVALLOIS);47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET;92;92300;LEVALLOIS-PERRET;48.891962328964816;2.284204990113615;48.891962329, 2.28420499011
23007;23007 - WILSON (LEVALLOIS);22 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS-PERRET;92;92300;LEVALLOIS-PERRET;48.890380265413896;2.292160482166423;48.8903802654, 2.29216048217
23011;23011 - BINEAU (LEVALLOIS);16 BOULEVARD BINEAU - 92300 LEVALLOIS-PERRET;92;92300;LEVALLOIS-PERRET;48.88668137249892;2.284023691218167;48.8866813725, 2.28402369122
28002;28002 - SOLJENITSYNE (PUTEAUX);BOULEVARD ALEXANDRE SOLJENITSYNE - 92800 PUTEAUX;92;92800;PUTEAUX;48.884686338860064;2.24812549088851;48.8846863389, 2.24812549089
